10.585285	0.03229
10.690101	0.029508
10.794916	0.032609
10.899729	0.034018
11.004542	0.03372
11.109353	0.037553
11.215162	0.041796
11.319971	0.037107
11.42478	0.032725
11.529587	0.032922
11.634393	0.029787
11.739199	0.025736
11.844003	0.026487
11.948806	0.024369
12.053608	0.024697
12.15841	0.024178
12.26321	0.021033
12.368009	0.022724
12.473805	0.026564
12.578603	0.02429
12.683399	0.026617
12.788194	0.02414
12.892988	0.02976
12.997782	0.028563
13.102574	0.023085
13.207365	0.025455
13.312155	0.025362
13.416945	0.023074
13.521733	0.025
13.62652	0.028446
13.732305	0.025162
13.83709	0.025898
13.941874	0.027117
14.046658	0.02451
14.15144	0.030303
14.256222	0.027251
14.361002	0.023427
14.465782	0.027616
14.570561	0.031009
14.675338	0.02945
14.780115	0.028171
14.884891	0.027147
14.990664	0.026988
15.095438	0.027079
15.200211	0.027838
15.304983	0.02552
15.409754	0.029022
15.514524	0.026163
15.619293	0.029165
15.724061	0.028815
15.828829	0.033054
15.933595	0.025457
16.038361	0.034237
16.143126	0.028581
16.248887	0.036081
16.35365	0.035056
16.458412	0.034845
16.563173	0.039401
16.667933	0.039011
16.772692	0.045577
16.87745	0.047443
16.982208	0.057344
17.086964	0.060059
17.19172	0.069291
17.31144	0.079517
17.416193	0.086124
17.521944	0.094967
17.626696	0.098982
17.731447	0.100973
17.836197	0.098591
17.940947	0.100641
18.045695	0.09782
18.150443	0.088428
18.255189	0.076222
18.359935	0.070386
18.46468	0.054891
18.569425	0.045263
18.674168	0.032875
18.779908	0.030005
18.88465	0.027864
18.98939	0.02784
19.09413	0.024805
19.198869	0.026294
19.303608	0.027181
19.408345	0.027207
19.513082	0.028187
19.617818	0.027902
19.722552	0.024086
19.827287	0.028918
19.93202	0.027641
20.03775	0.028815
20.142481	0.02441
20.247212	0.027886
20.351942	0.023871
20.456672	0.026747
20.5614	0.027965
20.666128	0.026548
20.770854	0.030772
20.87558	0.026392
20.980306	0.026891
21.08503	0.025333
21.189754	0.029124
21.295474	0.02317
21.400196	0.0254
21.504917	0.025957
21.609638	0.026946
21.714357	0.028111
21.819076	0.027662
21.923794	0.025386
22.028512	0.026827
22.133229	0.024804
22.237944	0.028952
22.342659	0.032049
22.447374	0.029014
22.553085	0.026246
22.657797	0.030401
22.76251	0.031901
22.867221	0.031095
22.971931	0.031605
23.076641	0.02687
23.18135	0.03437
23.286059	0.032832
23.390766	0.031172
23.495473	0.038395
23.600179	0.04382
